,ID,Year_Birth,Age,Generation,Education,Income,Dt_Customer,IncomeCategory,FamilyQty,Recency,Wine,Fruit,Meat,Fish,Sweet,Gold,Total_Amount,Deals_Purchase,Web_Purchase,Catalog_Purchase,Store_Purchase,Web_Visit,Freq_Purchase,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Latest_Cmp,Total_AccCmp
1281,9516,1971,43,Gen X,Master,49118.0,2012-08-18,Middle,1,90,620,54,239,99,98,119,1229,2,9,7,10,7,26,0,1,0,0,1,0,1,3
1282,679,1957,57,Baby Boomer,PhD,37633.0,2012-09-20,Middle,4,49,13,4,20,0,0,1,38,2,1,0,3,9,4,0,0,0,0,0,0,0,0
1283,7384,1951,63,Baby Boomer,Master,39767.0,2013-07-21,Middle,2,18,113,61,204,34,26,47,485,2,7,1,7,8,15,0,0,0,0,0,0,0,0
1284,5043,1951,63,Baby Boomer,Basic,26997.0,2012-11-05,Low,2,89,7,23,78,133,49,144,434,2,4,2,5,7,11,0,0,0,0,0,0,0,0
1285,5267,1970,44,Gen X,Graduation,33986.0,2013-03-14,Middle,2,43,16,2,18,2,1,5,44,1,1,0,3,7,4,0,0,0,0,0,0,0,0
1286,339,1972,42,Gen X,PhD,57091.0,2012-11-23,Middle,3,82,462,0,24,6,0,4,496,2,9,2,5,7,16,0,1,0,0,0,0,1,2
1287,2516,1969,45,Gen X,Master,46831.0,2013-06-08,Middle,4,84,22,2,10,6,4,34,78,2,1,2,2,4,5,0,0,0,0,0,0,0,0
1288,9010,1972,42,Gen X,Master,83151.0,2013-02-10,High,2,80,968,147,842,137,42,210,2346,1,5,7,10,2,22,1,0,1,1,0,0,1,4
1289,378,1971,43,Gen X,Graduation,52531.0,2012-12-30,Middle,2,68,283,112,151,51,72,125,794,2,7,2,10,6,19,0,0,0,0,0,0,0,0
1290,4808,1956,58,Baby Boomer,Graduation,15759.0,2013-09-05,Low,2,12,1,2,5,6,0,3,17,1,1,0,2,7,3,0,0,0,0,0,0,0,0
1292,7628,1973,41,Gen X,Master,43050.0,2014-03-18,Middle,3,10,30,5,24,6,3,8,76,2,2,0,4,5,6,0,0,0,0,0,0,0,0
1293,7128,1977,37,Gen X,PhD,42997.0,2013-12-07,Middle,3,91,4,0,5,0,1,5,15,1,1,0,2,7,3,0,0,0,0,0,0,0,0
1294,2811,1963,51,Baby Boomer,PhD,48918.0,2014-04-12,Middle,3,21,52,0,9,0,0,1,62,2,1,0,4,4,5,0,0,0,0,0,0,0,0
1295,3551,1954,60,Baby Boomer,Master,60033.0,2014-03-29,High,3,28,62,1,57,19,11,48,198,2,2,1,5,2,8,0,0,0,0,0,0,0,0
1296,1663,1978,36,Gen X,PhD,34043.0,2013-10-25,Middle,3,97,20,2,14,3,0,10,49,1,2,0,2,9,4,0,0,0,0,0,0,0,0
1297,5543,1966,48,Gen X,Graduation,57811.0,2013-06-24,Middle,3,49,545,7,114,37,21,78,802,5,7,2,11,5,20,0,1,0,0,0,0,0,1
1298,1577,1946,68,Baby Boomer,Graduation,78569.0,2014-02-19,High,2,14,558,79,622,207,175,95,1736,1,4,6,4,1,14,0,0,1,0,0,0,1,2
1299,10641,1978,36,Gen X,Graduation,7500.0,2012-12-27,Low,3,5,6,5,4,13,4,25,57,4,2,1,3,6,6,0,0,0,0,0,0,0,0
1300,5336,1971,43,Gen X,Master,157733.0,2013-06-04,Very High,3,37,39,1,9,2,0,8,59,0,1,0,1,1,2,0,0,0,0,0,0,0,0
1302,1878,1985,29,Millennials,Master,23148.0,2014-02-18,Low,2,83,4,6,8,6,3,10,37,1,2,0,3,7,5,0,0,0,0,0,0,0,0
1303,3099,1970,44,Gen X,Graduation,44267.0,2013-02-25,Middle,3,48,183,5,65,3,5,49,310,5,5,2,4,9,11,0,0,0,0,0,0,0,0
1304,6055,1979,35,Gen X,Graduation,71626.0,2012-11-01,High,2,94,546,72,376,94,145,72,1305,1,5,5,8,3,18,0,1,0,0,0,0,0,1
1305,5841,1966,48,Gen X,Graduation,60894.0,2013-06-28,High,3,61,606,7,155,10,0,54,832,5,10,3,8,7,21,0,0,0,0,0,0,0,0
1306,3972,1976,38,Gen X,Graduation,50200.0,2013-04-03,Middle,4,70,266,6,51,8,6,64,401,6,7,1,5,8,13,0,0,0,0,0,0,0,0
1307,4394,1965,49,Gen X,PhD,81051.0,2014-05-23,High,2,43,1142,29,249,38,29,14,1501,1,5,5,12,2,22,0,1,1,0,0,0,0,2
1308,5758,1982,32,Millennials,Graduation,65169.0,2014-01-14,High,2,23,1074,0,69,0,0,46,1189,1,10,4,13,6,27,1,0,1,1,1,0,1,5
1309,6658,1972,42,Gen X,Graduation,59868.0,2013-07-22,Middle,3,37,771,51,154,54,10,154,1194,7,11,2,12,6,25,0,0,0,0,0,0,0,0
1310,4603,1960,54,Baby Boomer,PhD,65695.0,2014-01-31,High,3,50,371,32,189,0,58,6,656,2,5,4,10,4,19,0,0,0,0,0,0,0,0
1311,8427,1956,58,Baby Boomer,Master,64857.0,2012-11-23,High,1,78,556,14,717,210,0,43,1540,1,7,5,10,4,22,0,0,0,0,0,0,0,0
1312,10260,1965,49,Gen X,Master,45143.0,2013-08-26,Middle,3,74,202,5,74,11,5,14,311,3,6,1,5,7,12,0,0,0,0,0,0,0,0
1313,7143,1955,59,Baby Boomer,Master,74805.0,2013-11-06,High,3,14,209,162,209,41,162,37,820,5,4,7,10,2,21,0,0,0,0,0,0,0,0
1314,8789,1989,25,Millennials,Master,59060.0,2014-01-11,Middle,3,77,35,40,111,36,40,12,274,3,3,1,7,4,11,0,0,0,0,0,0,0,0
1315,6197,1962,52,Baby Boomer,PhD,27238.0,2013-04-20,Low,3,39,37,0,17,0,0,3,57,3,3,0,3,9,6,0,0,0,0,0,0,0,0
1316,4554,1965,49,Gen X,Graduation,47009.0,2013-10-01,Middle,3,89,171,45,73,59,10,90,448,4,3,2,8,4,13,0,0,0,0,0,0,0,0
1317,4937,1973,41,Gen X,Master,46094.0,2014-06-10,Middle,4,62,12,2,20,3,2,5,44,1,1,0,3,7,4,0,0,0,0,0,0,0,0
1319,8749,1984,30,Millennials,Graduation,37235.0,2014-02-01,Middle,3,68,20,2,9,4,6,20,61,1,1,1,2,4,4,0,0,0,0,0,0,0,0
1320,1650,1960,54,Baby Boomer,Master,81843.0,2013-04-22,High,2,13,779,86,537,34,69,138,1643,1,5,9,12,3,26,0,0,0,0,0,0,0,0
1321,10377,1958,56,Baby Boomer,Master,46692.0,2013-06-06,Middle,3,37,170,6,97,24,12,88,397,3,6,1,5,6,12,0,0,0,0,0,0,0,0
1322,9206,1968,46,Gen X,Graduation,77382.0,2014-01-07,High,3,36,491,48,231,112,105,134,1121,2,5,7,12,1,24,0,0,1,0,0,0,0,1
1323,10971,1977,37,Gen X,Graduation,37774.0,2012-09-03,Middle,3,28,173,8,107,7,2,176,473,4,7,2,3,9,12,1,0,0,0,0,1,1,2
1324,6398,1974,40,Gen X,Basic,18393.0,2014-03-29,Low,3,2,7,10,13,16,0,4,50,2,3,0,3,8,6,0,0,0,0,0,0,0,0
1325,9212,1962,52,Baby Boomer,Master,72828.0,2013-02-14,High,3,17,1205,0,235,19,14,205,1678,6,6,3,13,7,22,0,0,0,0,0,0,0,0
1326,7937,1982,32,Millennials,Graduation,24711.0,2014-04-18,Low,2,86,10,7,25,6,3,7,58,1,3,0,3,7,6,0,0,0,0,0,0,0,0
1327,839,1975,39,Gen X,PhD,45503.0,2013-09-25,Middle,3,54,97,4,44,6,1,18,170,1,3,1,4,5,8,0,0,0,0,0,0,0,0
1328,4246,1982,32,Millennials,Master,6560.0,2013-12-12,Low,1,2,67,11,26,4,3,262,373,0,1,0,1,17,2,0,0,0,0,0,0,0,0
1329,158,1945,69,Silent Gen,PhD,71604.0,2013-11-17,High,2,3,345,53,528,98,75,97,1196,1,8,3,5,4,16,1,0,0,0,0,0,1,2
1330,4832,1979,35,Gen X,Graduation,27244.0,2014-03-07,Low,3,84,6,5,17,3,24,46,101,2,2,2,2,7,6,0,0,0,0,0,0,0,0
1331,5621,1969,45,Gen X,Graduation,48752.0,2012-12-12,Middle,4,8,73,57,100,71,15,0,316,5,6,1,5,9,12,0,0,0,0,0,0,1,1
1332,1945,1962,52,Baby Boomer,Graduation,71434.0,2013-09-18,High,3,4,711,36,217,172,96,168,1400,3,7,4,7,4,18,0,1,0,1,0,0,0,2
1333,5147,1948,66,Baby Boomer,Graduation,90842.0,2013-07-29,Very High,1,57,774,70,118,182,187,93,1424,1,4,9,13,1,26,0,0,0,0,0,0,0,0
1334,2535,1978,36,Gen X,Master,88097.0,2012-08-18,High,3,24,163,0,480,0,126,75,844,1,6,5,8,9,19,0,1,1,1,0,0,1,4
1335,11039,1975,39,Gen X,Graduation,51948.0,2013-09-17,Middle,3,51,82,33,54,71,30,41,311,2,5,2,4,5,11,0,0,0,0,0,0,0,0
1336,9495,1982,32,Millennials,Graduation,71853.0,2013-05-08,High,2,29,358,108,413,141,97,32,1149,1,2,8,6,1,16,0,0,0,0,0,0,0,0
1337,9635,1983,31,Millennials,Master,35876.0,2014-04-20,Middle,2,13,66,2,40,4,3,14,129,1,3,1,3,6,7,0,0,0,0,0,0,0,0
1338,2173,1952,62,Baby Boomer,Graduation,40049.0,2013-10-16,Middle,2,23,13,6,7,0,3,3,32,1,1,0,3,6,4,0,0,0,0,0,0,0,0
1339,942,1982,32,Millennials,Graduation,39660.0,2012-08-08,Middle,2,36,139,13,78,20,13,36,299,3,7,1,3,9,11,0,0,0,0,0,0,1,1
1340,9386,1962,52,Baby Boomer,Graduation,50127.0,2014-05-29,Middle,3,88,274,0,21,4,6,15,320,1,5,1,6,6,12,0,1,0,0,0,0,0,1
1341,5510,1977,37,Gen X,Master,43263.0,2012-11-21,Middle,3,2,262,6,61,0,10,102,441,3,5,2,6,5,13,0,0,0,0,0,0,0,0
1342,873,1949,65,Baby Boomer,Master,62845.0,2012-10-01,High,4,3,1099,0,45,0,0,34,1178,11,3,4,10,8,17,0,1,0,0,0,0,1,2
1343,2253,1990,24,Millennials,Graduation,18929.0,2013-02-16,Low,2,15,32,0,8,23,4,18,85,1,1,0,4,6,5,0,0,0,0,0,0,0,0
1344,5181,1982,32,Millennials,Basic,24367.0,2013-03-20,Low,2,58,2,4,2,0,11,5,24,1,1,0,2,9,3,0,0,0,0,0,0,0,0
1346,10390,1959,55,Baby Boomer,Master,26887.0,2013-02-10,Low,3,27,6,7,4,3,4,6,30,1,1,0,3,6,4,0,0,0,0,0,0,0,0
1348,7793,1976,38,Gen X,Graduation,62061.0,2013-08-31,High,3,12,641,7,84,0,30,38,800,3,10,4,7,6,21,0,1,0,0,0,0,0,1
1350,10590,1956,58,Baby Boomer,PhD,76542.0,2013-03-30,High,2,91,794,73,573,0,29,14,1483,1,4,8,10,2,22,0,0,0,0,0,0,0,0
1351,5080,1993,21,Millennials,Graduation,70515.0,2013-10-21,High,1,12,420,0,452,182,64,140,1258,1,6,6,4,2,16,0,0,0,0,0,0,1,1
1352,8369,1987,27,Millennials,Graduation,18227.0,2012-11-08,Low,3,21,1,2,7,4,3,11,28,1,0,1,2,8,3,0,0,0,0,0,0,0,0
1353,5232,1965,49,Gen X,Graduation,69139.0,2014-01-27,High,3,23,86,12,75,33,15,6,227,1,4,1,5,4,10,0,0,0,0,0,0,0,0
1354,2407,1982,32,Millennials,Graduation,69109.0,2012-11-09,High,2,10,823,25,459,124,29,95,1555,1,6,6,7,4,19,0,0,1,0,0,0,1,2
1355,3834,1962,52,Baby Boomer,Graduation,69627.0,2013-03-17,High,2,35,231,161,215,171,30,53,861,2,8,2,11,5,21,0,0,0,0,0,0,0,0
1356,7912,1978,36,Gen X,Graduation,38136.0,2013-04-22,Middle,3,69,8,15,27,0,20,33,103,2,3,1,2,8,6,1,0,0,0,0,0,0,1
1357,7712,1946,68,Baby Boomer,PhD,62159.0,2014-04-28,High,1,68,182,17,259,77,70,29,634,1,6,2,10,4,18,0,0,0,0,0,0,0,0
1358,1065,1963,51,Baby Boomer,Graduation,80695.0,2013-12-29,High,1,85,557,129,984,193,37,18,1918,1,5,8,5,2,18,0,0,0,0,0,0,0,0
1359,7275,1971,43,Gen X,Master,33316.0,2013-10-04,Middle,3,34,79,1,31,4,4,12,131,3,2,1,4,6,7,0,0,0,0,0,0,0,0
1360,1343,1968,46,Gen X,Graduation,58554.0,2012-09-26,Middle,4,55,368,24,68,38,0,88,586,6,8,2,6,7,16,0,0,0,0,0,0,0,0
1361,1384,1992,22,Millennials,Basic,17256.0,2013-11-23,Low,3,10,6,4,14,8,8,22,62,2,2,1,2,8,5,1,0,0,0,0,0,0,1
1362,9967,1974,40,Gen X,Graduation,53034.0,2013-05-30,Middle,3,30,160,15,196,15,11,50,447,8,6,1,7,8,14,0,0,0,0,0,0,0,0
1363,6181,1950,64,Baby Boomer,Master,52203.0,2012-07-31,Middle,2,36,488,21,238,56,108,28,939,1,8,7,11,6,26,0,0,0,0,0,0,0,0
1364,10507,1977,37,Gen X,Master,59601.0,2013-07-25,Middle,2,14,691,7,69,0,7,23,797,4,2,2,7,8,11,0,1,0,0,0,0,0,1
1365,2674,1958,56,Baby Boomer,Master,75154.0,2012-09-04,High,2,79,543,10,205,160,143,82,1143,1,6,3,6,3,15,0,0,0,0,0,0,1,1
1366,2698,1976,38,Gen X,Graduation,47025.0,2013-11-07,Middle,2,52,254,7,108,20,0,26,415,3,6,3,5,6,14,0,0,0,0,0,0,0,0
1367,3231,1973,41,Gen X,Graduation,37971.0,2013-11-25,Middle,3,97,5,4,10,2,2,7,30,1,1,0,3,8,4,0,0,0,0,0,0,0,0
1369,10476,1958,56,Baby Boomer,Graduation,67267.0,2014-05-13,High,3,0,134,11,59,15,2,30,251,1,3,2,5,2,10,0,0,0,0,0,0,0,0
1370,5948,1975,39,Gen X,Graduation,57338.0,2014-04-29,Middle,2,96,143,6,52,11,8,17,237,2,4,1,5,5,10,0,0,0,0,0,0,0,0
1371,9140,1960,54,Baby Boomer,Master,50523.0,2013-12-25,Middle,4,89,51,4,24,4,7,1,91,2,2,0,4,6,6,0,0,0,0,0,0,0,0
1373,5675,1960,54,Baby Boomer,PhD,50611.0,2012-10-04,Middle,2,98,459,0,24,6,0,4,493,6,4,5,7,6,16,0,1,0,0,0,0,0,1
1374,4743,1969,45,Gen X,PhD,56242.0,2013-03-03,Middle,3,72,689,8,167,11,8,88,971,5,8,4,11,6,23,0,0,0,0,0,0,0,0
1375,8805,1960,54,Baby Boomer,Graduation,48904.0,2012-12-02,Middle,2,1,283,10,38,0,13,27,371,4,7,2,4,8,13,0,0,0,0,0,0,0,0
1376,1542,1975,39,Gen X,Graduation,56243.0,2013-12-30,Middle,4,26,347,0,35,4,3,7,396,6,4,2,8,5,14,0,0,0,0,0,0,0,0
1377,6770,1985,29,Millennials,Graduation,21355.0,2013-08-20,Low,3,5,5,13,14,0,5,31,68,2,2,1,2,6,5,1,0,0,0,0,0,1,2
1378,8773,1971,43,Gen X,Master,57420.0,2013-06-25,Middle,3,22,280,0,18,0,0,24,322,3,5,1,6,7,12,0,1,0,0,0,0,0,1
1380,10420,1955,59,Baby Boomer,Master,46390.0,2014-05-05,Middle,2,56,95,14,64,2,9,38,222,1,4,2,3,7,9,0,0,0,0,0,0,0,0
1381,7514,1956,58,Baby Boomer,Master,54342.0,2013-07-03,Middle,4,74,84,10,34,11,10,28,177,4,3,1,4,6,8,0,0,0,0,0,0,0,0
1384,793,1973,41,Gen X,Graduation,20895.0,2012-10-06,Low,3,24,18,3,17,3,0,4,45,1,2,0,3,9,5,0,0,0,0,0,0,0,0
1385,10909,1948,66,Baby Boomer,Graduation,92344.0,2014-01-15,Very High,2,9,992,24,694,51,19,119,1899,0,5,10,5,1,20,1,0,1,0,0,0,0,2
1388,4791,1980,34,Millennials,Graduation,44964.0,2012-12-16,Middle,4,35,19,1,17,2,0,2,41,1,1,0,3,8,4,0,0,0,0,0,0,0,0
1390,8216,1972,42,Gen X,Master,53761.0,2013-10-11,Middle,4,7,158,0,76,13,7,71,325,6,4,4,3,5,11,0,0,0,0,0,0,0,0
1391,8140,1973,41,Gen X,Graduation,22682.0,2013-10-03,Low,3,51,10,14,29,4,2,36,95,3,2,1,4,4,7,0,0,0,0,0,0,0,0
1392,10146,1972,42,Gen X,PhD,38887.0,2014-03-02,Middle,3,17,25,1,13,0,0,3,42,1,1,0,3,7,4,0,0,0,0,0,0,0,0
1393,5289,1975,39,Gen X,Master,41658.0,2012-11-09,Middle,3,30,8,4,12,15,4,29,72,2,1,1,2,4,4,0,0,0,0,0,0,0,0
1394,2587,1972,42,Gen X,PhD,29791.0,2014-05-15,Low,3,21,14,0,6,0,0,0,20,2,2,0,3,5,5,0,0,0,0,0,0,0,0
1395,4405,1956,58,Baby Boomer,Master,63915.0,2013-07-30,High,4,2,622,7,115,30,0,15,789,2,6,3,12,5,21,0,0,0,0,0,0,0,0
1396,8663,1974,40,Gen X,Graduation,39996.0,2014-05-22,Middle,3,85,11,0,3,0,0,1,15,1,1,0,2,6,3,0,0,0,0,0,0,0,0
1397,2589,1972,42,Gen X,Graduation,26759.0,2014-02-07,Low,2,65,25,3,16,8,5,2,59,2,2,1,3,6,6,0,0,0,0,0,0,0,0
1399,10490,1969,45,Gen X,PhD,51039.0,2012-12-10,Middle,4,11,100,64,79,65,0,109,417,2,6,2,4,7,12,0,0,0,0,0,0,0,0
1400,4094,1961,53,Baby Boomer,Graduation,60544.0,2012-08-25,High,4,92,201,2,43,3,5,35,289,4,5,1,5,6,11,0,0,0,0,0,0,0,0
1402,2534,1953,61,Baby Boomer,Graduation,37716.0,2014-04-21,Middle,3,4,97,1,41,6,2,41,188,2,4,1,3,7,8,0,0,0,0,0,0,0,0
1403,4188,1957,57,Baby Boomer,Graduation,36864.0,2012-08-13,Middle,2,53,204,5,39,17,0,89,354,3,5,2,4,8,11,0,0,0,0,0,0,1,1
1404,6613,1970,44,Gen X,Master,44511.0,2012-10-12,Middle,3,39,513,7,133,46,14,14,727,6,8,4,8,8,20,0,0,0,0,0,0,0,0
1405,10827,1967,47,Gen X,PhD,36947.0,2012-08-07,Middle,4,49,88,3,21,4,1,29,146,4,3,0,4,9,7,0,0,0,0,0,0,0,0
1407,8402,1953,61,Baby Boomer,Master,67087.0,2013-12-17,High,3,40,329,35,222,130,35,43,794,2,7,5,8,4,20,0,0,0,0,0,0,0,0
1408,8783,1950,64,Baby Boomer,Graduation,57045.0,2012-09-08,Middle,3,40,296,13,104,11,13,17,454,3,4,2,9,3,15,0,0,0,0,0,0,0,0
1409,10010,1953,61,Baby Boomer,PhD,36957.0,2012-09-06,Middle,3,43,100,2,16,2,1,31,152,4,3,2,2,9,7,0,0,0,0,0,0,1,1
1410,618,1977,37,Gen X,PhD,69389.0,2012-09-28,High,3,17,422,7,238,69,46,15,797,1,7,2,12,4,21,0,0,0,0,0,0,0,0
1412,361,1969,45,Gen X,Master,43142.0,2014-02-18,Middle,4,84,5,1,7,2,1,4,20,1,1,0,2,7,3,0,0,0,0,0,0,0,0
1413,4310,1944,70,Silent Gen,Graduation,80589.0,2014-01-22,High,2,25,507,93,520,242,40,26,1428,1,5,10,5,1,20,0,0,0,1,0,0,1,2
1414,2678,1990,24,Millennials,Graduation,34412.0,2013-02-13,Middle,2,62,52,12,50,4,36,55,209,3,5,0,3,9,8,0,0,0,0,0,0,0,0
1415,6376,1979,35,Gen X,Graduation,57537.0,2013-06-10,Middle,2,83,191,56,139,51,8,100,545,4,4,3,8,4,15,0,0,0,0,0,0,0,0
1417,10341,1948,66,Baby Boomer,Graduation,51315.0,2014-02-23,Middle,2,45,68,28,39,16,30,41,222,1,2,2,5,2,9,0,0,0,0,0,0,0,0
1418,5654,1972,42,Gen X,Graduation,36026.0,2014-03-16,Middle,5,34,20,4,10,6,4,17,61,2,2,0,3,6,5,0,0,0,0,0,0,0,0
1419,4098,1973,41,Gen X,Graduation,24639.0,2014-01-28,Low,4,3,20,3,16,0,4,1,44,3,2,0,4,6,6,0,0,0,0,0,0,0,0
1420,5824,1972,42,Gen X,PhD,34578.0,2014-04-11,Middle,5,1,7,0,1,0,0,0,8,1,1,0,2,6,3,0,0,0,0,0,0,0,0
1421,7000,1972,42,Gen X,Master,65704.0,2013-10-13,High,1,18,279,172,74,38,8,246,817,1,2,10,10,1,22,0,0,0,0,0,0,0,0
1423,5229,1969,45,Gen X,PhD,54132.0,2014-02-16,Middle,3,81,30,1,8,0,0,3,42,1,1,0,3,7,4,0,0,0,0,0,0,0,0
1425,2428,1970,44,Gen X,Graduation,28164.0,2013-05-04,Low,3,23,3,18,26,11,8,12,78,3,2,0,4,7,6,0,0,0,0,0,0,0,0
1426,8254,1974,40,Gen X,PhD,34596.0,2013-04-13,Middle,3,48,14,0,2,0,0,7,23,1,1,0,2,8,3,0,0,0,0,0,0,0,0
1427,2836,1972,42,Gen X,PhD,43269.0,2013-09-16,Middle,3,61,10,1,7,0,0,1,19,1,1,0,2,8,3,0,0,0,0,0,0,0,0
1428,8418,1958,56,Baby Boomer,Master,38741.0,2014-03-30,Middle,3,60,7,10,17,8,6,13,61,2,2,0,3,7,5,0,0,0,0,0,0,0,0
1429,1362,1972,42,Gen X,Graduation,31907.0,2013-03-04,Middle,1,75,33,87,64,175,16,74,449,1,6,1,6,7,13,0,0,0,0,0,0,0,0
1431,10033,1973,41,Gen X,Master,31163.0,2014-02-13,Middle,2,54,2,3,10,11,2,10,38,1,1,0,3,6,4,0,0,0,0,0,0,0,0
1432,9349,1985,29,Millennials,Graduation,92533.0,2013-12-19,Very High,2,84,693,21,118,110,147,42,1131,1,6,5,11,2,22,0,0,1,1,0,0,0,2
1433,274,1973,41,Gen X,Graduation,34853.0,2013-12-23,Middle,3,75,9,3,15,2,3,2,34,2,2,0,3,6,5,0,0,0,0,0,0,0,0
1434,3388,1967,47,Gen X,Graduation,70844.0,2013-10-30,High,3,16,129,26,67,3,67,2,294,5,6,1,5,7,12,0,0,0,0,0,0,0,0
1435,922,1979,35,Gen X,Master,31086.0,2013-05-04,Middle,4,79,16,2,11,3,0,16,48,2,1,1,2,8,4,1,0,0,0,0,0,0,1
1437,2518,1986,28,Millennials,Master,20491.0,2013-01-25,Low,2,16,5,4,5,4,2,10,30,1,0,1,2,7,3,0,0,0,0,0,0,0,0
1438,574,1964,50,Gen X,Graduation,42523.0,2014-04-23,Middle,2,96,14,36,11,3,26,35,125,1,1,1,4,2,6,0,0,0,0,0,0,0,0
1440,5967,1952,62,Baby Boomer,Graduation,33402.0,2013-07-18,Middle,4,60,26,2,19,10,5,8,70,3,2,1,3,8,6,0,0,0,0,0,0,0,0
1441,1183,1949,65,Baby Boomer,Master,36408.0,2013-09-21,Middle,4,11,9,1,4,3,2,3,22,1,1,0,2,6,3,0,0,0,0,0,0,0,0
1442,6856,1979,35,Gen X,Graduation,21645.0,2012-09-03,Low,3,75,14,0,23,4,5,19,65,3,3,0,3,9,6,0,0,0,0,0,0,1,1
1443,4530,1948,66,Baby Boomer,Master,78427.0,2012-10-24,High,1,36,972,19,595,180,26,138,1930,3,3,7,10,3,20,0,0,0,1,0,0,1,2
1444,1553,1946,68,Baby Boomer,Graduation,82657.0,2013-09-27,High,2,71,966,168,672,246,105,126,2283,1,7,5,10,4,22,0,1,0,1,0,0,0,2
1445,4682,1958,56,Baby Boomer,Graduation,51876.0,2013-10-15,Middle,2,88,99,27,102,28,48,6,310,1,2,2,8,1,12,0,0,0,0,0,0,0,0
1446,8204,1971,43,Gen X,Master,78041.0,2012-12-16,High,2,93,482,35,553,72,160,17,1319,1,4,4,9,2,17,0,0,0,0,0,0,0,0
1447,5221,1957,57,Baby Boomer,Graduation,52852.0,2012-12-01,Middle,3,93,714,8,99,11,0,47,879,4,10,7,5,8,22,1,0,0,0,0,0,0,1
1448,1232,1982,32,Millennials,PhD,70038.0,2013-10-25,High,2,54,587,54,348,71,54,130,1244,1,4,4,8,2,16,0,0,0,0,0,0,0,0
1449,1927,1973,41,Gen X,Master,69401.0,2014-03-23,High,3,41,399,27,159,58,8,39,690,4,4,4,5,2,13,0,0,0,0,0,0,0,0
1450,5788,1972,42,Gen X,Graduation,46053.0,2013-02-17,Middle,3,46,56,10,92,19,7,25,209,3,3,2,4,5,9,0,0,0,0,0,0,0,0
1451,6652,1965,49,Gen X,Graduation,77343.0,2014-06-09,High,2,28,227,151,573,98,54,31,1134,1,3,4,9,1,16,0,0,0,0,0,0,0,0
1452,6246,1953,61,Baby Boomer,Graduation,73892.0,2013-11-13,High,1,40,703,102,601,0,58,43,1507,1,3,11,8,1,22,0,0,0,0,0,0,1,1
1453,5975,1967,47,Gen X,PhD,40304.0,2013-09-30,Middle,2,82,37,0,17,0,0,3,57,1,2,0,3,7,5,0,0,0,0,0,0,0,0
1454,6875,1965,49,Gen X,PhD,32727.0,2012-08-28,Middle,2,38,167,13,180,86,13,70,529,2,7,3,5,8,15,0,0,0,0,0,0,0,0
1456,4042,1971,43,Gen X,Graduation,43300.0,2012-10-13,Middle,2,87,91,3,52,2,1,31,180,3,4,0,4,8,8,0,0,0,0,0,0,1,1
1457,2157,1972,42,Gen X,Graduation,26290.0,2013-01-12,Low,4,49,15,8,16,11,5,22,77,4,2,0,4,6,6,0,0,0,0,0,0,0,0
1458,10133,1970,44,Gen X,Graduation,93790.0,2014-02-12,Very High,1,16,1302,68,731,89,114,45,2349,0,6,7,12,2,25,0,1,1,1,0,0,1,4
1459,2525,1974,40,Gen X,PhD,38410.0,2012-09-14,Middle,2,65,153,64,123,116,64,14,534,2,5,2,9,6,16,0,0,0,0,0,0,1,1
1460,8233,1950,64,Baby Boomer,Master,64866.0,2014-01-26,High,2,9,508,5,21,7,5,10,556,4,7,3,7,5,17,0,1,0,0,0,0,0,1
1461,9483,1959,55,Baby Boomer,Graduation,57957.0,2013-08-19,Middle,3,24,290,59,177,77,5,29,637,7,4,6,8,3,18,0,0,0,0,0,1,0,0
1463,10403,1978,36,Gen X,Graduation,16531.0,2014-06-18,Low,3,43,2,13,6,7,5,11,44,3,3,0,3,7,6,0,0,0,0,0,0,0,0
1464,5074,1986,28,Millennials,Master,28072.0,2013-07-08,Low,3,10,30,0,10,2,0,5,47,1,1,0,3,7,4,0,0,0,0,0,0,0,0
1465,10524,1963,51,Baby Boomer,Master,49476.0,2013-06-20,Middle,2,29,386,23,95,54,41,196,795,4,2,11,5,2,18,0,0,0,0,0,0,0,0
1466,4690,1953,61,Baby Boomer,Graduation,50725.0,2013-02-13,Middle,3,45,443,10,75,0,10,48,586,4,8,1,8,8,17,0,0,0,0,0,0,0,0
1468,7196,1950,64,Baby Boomer,PhD,41145.0,2014-02-08,Middle,4,20,9,0,3,0,0,1,13,1,0,0,3,3,3,0,0,0,0,0,0,0,0
1469,4406,1970,44,Gen X,Graduation,67419.0,2013-01-16,High,3,29,846,84,352,91,56,42,1471,4,9,4,8,5,21,0,0,0,0,0,0,0,0
1470,9672,1970,44,Gen X,Master,23162.0,2013-12-21,Low,4,82,8,3,9,19,4,22,65,3,1,1,3,6,5,0,0,0,0,0,0,0,0
1471,4864,1977,37,Gen X,Graduation,34380.0,2013-05-02,Middle,3,68,72,7,58,13,1,24,175,4,4,1,3,8,8,0,0,0,0,0,0,0,0
1472,4706,1966,48,Gen X,Graduation,34704.0,2013-04-27,Middle,2,65,29,0,5,0,1,5,40,1,1,0,3,5,4,0,0,0,0,0,0,0,0
1473,4070,1969,45,Gen X,PhD,94871.0,2012-09-01,Very High,4,99,169,24,553,188,0,144,1078,1,8,5,4,7,17,0,1,1,0,0,0,1,3
